Transaction ID,Transaction Date,Customer First Name,Customer Last Name,Gender,Age,Province,City,Brand,Segment,Brand Category,Price,Qty Item,Total Amount,Rating,Returned
NKWB3WWTQL,2022-02-08,Veronica,Miller,Female,19,Bulacan,Malolos,Uniqlo,Women,Pants,1173,3,3519,Very Satisfactory,No
7TM0ZXO41O,2024-07-02,Dawn,Perry,Female,39,Laguna,Santa Rosa,Puma,Women,Shorts,903,5,4515,Very Satisfactory,No
Z9AUMHAQQ0,2022-01-26,Stephen,Mccormick,Female,24,Bulacan,San Jose del Monte,Lee,Kids,Polos,1386,2,2772,Very Satisfactory,No
OLSUCZUJ7F,2024-01-13,Cassandra,Simmons,Male,22,Batangas,Lipa,Nike,Women,Skirts,1319,3,3957,Very Satisfactory,No
73T2GQYLTX,2021-11-16,Hector,Hicks,Male,22,Pangasinan,Mangaldan,Adidas,Kids,Underwear,1269,2,2538,Satisfactory,No
B8VODMR5QS,2020-04-22,Andrea,Cole,Female,27,Batangas,Batangas City,Uniqlo,Men,Jeans,1477,3,4431,Outstanding,No
9VO8PM4Y2M,2024-03-30,Michael,Lopez,Female,28,Metro Manila,Makati,Uniqlo,Women,Dresses,1257,1,1257,Satisfactory,No
PRCWFBYACH,2023-05-02,Cassandra,Lane,Male,31,Laguna,Santa Rosa,H&M,Men,Shirts,1044,6,6264,Outstanding,No
H1KG9UZ1KK,2023-09-14,Melanie,Young,Female,47,Metro Manila,Manila,Lee,Women,Leggings,1020,2,2040,Very Satisfactory,No
EYUK6BCDFQ,2022-04-02,Walter,Jenkins,Female,33,Metro Manila,Pasig,Uniqlo,Men,Hoodies & Sweatshirts,1257,10,12570,Very Satisfactory,No
DCF33U699V,2022-05-03,Amy,Richardson,Female,29,Batangas,Tanauan,Uniqlo,Women,Pants,1057,1,1057,Outstanding,No
H8KGYZM509,2024-05-08,Tiffany,Carroll,Male,22,Rizal,Cainta,Puma,Kids,Pants,1148,5,5740,Outstanding,No
RRLT2BI305,2023-12-31,Janet,Wilson,Female,33,Cavite,Imus,Gap,Men,T-Shirts,1364,10,13640,Very Satisfactory,No
U3OM8LHPWF,2022-08-08,Timothy,Vaughn,Male,30,Bulacan,San Jose del Monte,Puma,Kids,Sleepwear,1423,6,8538,Very Satisfactory,No
IQOUQZVISX,2023-04-13,Douglas,Simon,Female,26,Laguna,Santa Rosa,Nike,Women,Shorts,1439,3,4317,Very Satisfactory,No
8PSRRT7DKP,2023-12-11,Tonya,Terrell,Male,50,Pangasinan,Urdaneta,H&M,Men,Pants,1290,10,12900,Very Satisfactory,No
L4K0RCSFKJ,2021-09-26,Kimberly,Marshall,Male,23,Metro Manila,Manila,Gap,Women,Dresses,1480,2,2960,Outstanding,No
CV2IYQ9GNT,2020-01-23,Christian,Wu,Female,30,Rizal,Taytay,Adidas,Men,Hoodies & Sweatshirts,1225,1,1225,Satisfactory,No
BUN6XBELKO,2022-05-03,Christopher,Kennedy,Male,34,Metro Manila,Taguig,Uniqlo,Men,Shirts,947,1,947,Outstanding,No
0Z9YJG6QOA,2024-05-20,Judith,Horne,Female,33,Cavite,Bacoor,Adidas,Women,Dresses,1355,1,1355,Very Satisfactory,No
HH4RWB45D5,2022-02-21,Christian,Schultz,Female,28,Cavite,Dasmariñas,Adidas,Women,Dresses,1464,9,13176,Outstanding,No
WF58YJ9OHN,2023-09-15,Lauren,Edwards,Female,38,Bulacan,San Jose del Monte,Uniqlo,Women,Jeans,954,5,4770,Outstanding,No
GX49JMZ43D,2024-01-18,Brian,Cooper,Male,32,Bulacan,Malolos,Gap,Men,Shirts,1210,1,1210,Outstanding,No
MCLICE7W68,2021-12-20,Kimberly,Harrison,Male,48,Batangas,Batangas City,Gap,Women,Shorts,1393,6,8358,Outstanding,No
O22ZJ719VP,2021-11-01,William,Harrison,Male,31,Laguna,Santa Rosa,Gap,Men,Hoodies & Sweatshirts,1285,1,1285,Very Satisfactory,No
FQAJGOJCVJ,2024-06-26,Jessica,Fisher,Male,37,Rizal,Taytay,Gap,Women,Dresses,1403,8,11224,Very Satisfactory,No
MJDSRR2KU2,2021-04-04,Susan,Yates,Female,24,Laguna,Santa Rosa,Nike,Women,Dresses,1481,1,1481,Very Satisfactory,No
R2L6BGRT4L,2024-06-23,Keith,Johnson,Female,34,Laguna,Santa Rosa,Puma,Women,Dresses,1206,1,1206,Outstanding,No
6KE9JFO2AT,2021-10-30,Sandra,Curry,Male,29,Pangasinan,Dagupan,Nike,Men,Hoodies & Sweatshirts,1026,10,10260,Outstanding,No
IYX95OJW9B,2022-05-22,Jessica,Elliott,Female,24,Metro Manila,Manila,Lee,Kids,Shorts,1417,1,1417,Very Satisfactory,No
EF6A9XCXBT,2023-07-18,Bryan,Kennedy,Male,31,Cavite,Dasmariñas,Puma,Kids,Shorts,1383,3,4149,Satisfactory,No
F7VXQODBJ5,2023-10-29,Gary,Williams,Male,26,Laguna,Calamba,Nike,Kids,Leggings,1342,2,2684,Outstanding,No
AY5M8ZTA66,2021-05-21,Veronica,Lamb,Female,28,Cavite,Imus,Puma,Men,Hoodies & Sweatshirts,1271,1,1271,Outstanding,No
QDW7RBPED0,2024-05-11,Claudia,Mitchell,Male,41,Cavite,Imus,Gap,Kids,Hoodies & Sweatshirts,1206,1,1206,Very Satisfactory,No
VEH8VFNQGN,2023-02-16,Christopher,Wagner,Female,22,Cavite,Bacoor,Uniqlo,Women,Jacket & Coats,1187,1,1187,Satisfactory,No
2BSUG1MVJK,2022-10-20,Melissa,Ramirez,Female,34,Pangasinan,San Fabian,H&M,Men,Underwear & Lounge wear,1452,5,7260,Very Satisfactory,No
BG1MOETO04,2022-01-19,David,Campbell,Female,28,Cavite,Dasmariñas,Uniqlo,Men,Shirts,971,3,2913,Very Satisfactory,No
45GBXZQINM,2024-03-07,Michaela,Smith,Female,25,Rizal,Antipolo,Puma,Men,T-Shirts,1300,3,3900,Very Satisfactory,No
PNCZFU58TO,2021-07-13,Daniel,Thompson,Male,21,Cavite,Dasmariñas,Gap,Women,Tops,1035,1,1035,Poor,Yes
2I5SGFCFLJ,2023-04-25,Brittany,Hernandez,Female,32,Rizal,Antipolo,Uniqlo,Women,Pants,918,2,1836,Very Satisfactory,No
WU73365RD4,2023-12-13,Sean,Morton,Male,47,Bulacan,Meycauayan,Nike,Men,Shirts,952,1,952,Unsatisfactory,Yes
XPLKK88412,2023-03-17,Jose,Haynes,Female,26,Metro Manila,Makati,Puma,Women,Jeans,963,2,1926,Outstanding,No
I34ZATZ8RB,2024-04-30,Todd,Lloyd,Female,23,Pangasinan,Urdaneta,Uniqlo,Kids,Dresses,905,1,905,Outstanding,No
KQVB3LTIJA,2023-10-23,Michelle,Cooper,Female,23,Rizal,Cainta,Nike,Women,Shorts,1366,2,2732,Satisfactory,No
PN9A7B726E,2023-09-20,Christopher,Thomas,Female,40,Laguna,San Pedro,Puma,Women,Pants,1393,1,1393,Outstanding,No
HT1TGLNSS2,2021-01-21,Sarah,Moore,Female,29,Laguna,San Pedro,Adidas,Men,Polos,913,3,2739,Outstanding,No
NFTC46ELJC,2021-12-16,Tyler,Chaney,Male,27,Rizal,Cainta,Uniqlo,Women,Leggings,913,1,913,Very Satisfactory,No
ZE9WY5WDA0,2024-06-11,Kaylee,Young,Male,39,Metro Manila,Taguig,Nike,Men,Shirts,1404,10,14040,Outstanding,No
J790NLU6H2,2021-05-14,Scott,Walsh,Female,24,Batangas,Tanauan,H&M,Kids,Polos,1291,4,5164,Outstanding,No
U6VQS4HUFN,2022-01-19,Jason,Navarro,Male,32,Rizal,Antipolo,Uniqlo,Kids,Tops,1275,4,5100,Outstanding,No
OOBCK3ERVK,2021-11-17,Michael,May,Female,33,Bulacan,Meycauayan,H&M,Women,Dresses,1481,7,10367,Satisfactory,No
HPU5PHPYHX,2024-03-11,Karla,Wilson,Male,30,Laguna,Santa Rosa,H&M,Men,Jeans,1281,3,3843,Outstanding,No
8TEBTLDKZ2,2022-04-20,Gary,Ross,Male,29,Metro Manila,Quezon City,Uniqlo,Kids,Shorts,1463,3,4389,Outstanding,No
U52IYBHK3H,2022-12-27,Kevin,Reese,Male,20,Bulacan,San Jose del Monte,H&M,Women,Skirts,1006,6,6036,Very Satisfactory,No
XN1LVZFAA2,2024-05-26,Karen,Patel,Female,24,Pangasinan,San Carlos,Uniqlo,Men,Pants,1339,3,4017,Outstanding,No
SQ3XN0QRSP,2023-11-24,Noah,Thornton,Female,44,Batangas,Tanauan,Nike,Men,Hoodies & Sweatshirts,1110,1,1110,Satisfactory,No
8RT419FG4U,2023-11-14,Thomas,Thomas,Female,32,Rizal,Cainta,H&M,Kids,Polos,1201,2,2402,Outstanding,No
QBYNS7EASW,2023-09-08,Monica,Smith,Male,23,Pangasinan,San Fabian,Gap,Kids,Hoodies & Sweatshirts,1313,2,2626,Outstanding,No
Q7YSX5TUAN,2024-03-21,Sara,Cole,Male,46,Batangas,Tanauan,Lee,Women,Lingerie & Lounge wear,964,9,8676,Very Satisfactory,No
5FVL5NTJL7,2021-06-26,Erika,Nixon,Female,21,Pangasinan,Dagupan,Lee,Women,Jacket & Coats,1037,3,3111,Outstanding,No
FKXVQVAEUT,2023-06-24,Felicia,Williams,Female,18,Bulacan,Malolos,H&M,Women,Lingerie & Lounge wear,1254,1,1254,Very Satisfactory,No
5J69TB386T,2022-01-17,Samantha,Walsh,Female,50,Batangas,Lipa,H&M,Women,Jeans,1368,1,1368,Outstanding,No
6WNGHYSBZ0,2023-10-31,Stephanie,Reynolds,Female,31,Metro Manila,Pasig,Lee,Men,Shorts,1210,6,7260,Outstanding,No
IARU4HS7XM,2024-02-16,Samantha,Garrison,Male,38,Cavite,Dasmariñas,Nike,Men,Polos,1328,3,3984,Satisfactory,No
05SA9C2LTW,2023-10-10,Matthew,Adams,Female,18,Bulacan,Meycauayan,Adidas,Men,T-Shirts,1190,2,2380,Outstanding,No
39ERM9JVJ0,2020-07-31,Corey,Pena,Female,21,Pangasinan,Dagupan,Uniqlo,Women,Lingerie & Lounge wear,1062,5,5310,Satisfactory,No
Q0BXWOET37,2022-07-19,Peter,Mejia,Female,28,Laguna,Santa Rosa,Uniqlo,Women,Pants,913,3,2739,Outstanding,No
1LQONEWRX4,2024-05-31,Kaitlyn,Navarro,Female,28,Cavite,Dasmariñas,Puma,Kids,Sleepwear,1207,1,1207,Very Satisfactory,No
FM2OGGV9F9,2024-05-05,Brianna,Lee,Female,26,Rizal,Taytay,Nike,Women,Jeans,924,1,924,Satisfactory,No
D9JIFZ7UYS,2021-08-28,Matthew,Vaughn,Male,42,Rizal,Antipolo,Gap,Women,Skirts,1449,9,13041,Outstanding,No
XVOFXJX0GO,2023-03-14,Hector,Kelley,Female,40,Metro Manila,Makati,Adidas,Men,Hoodies & Sweatshirts,1311,1,1311,Outstanding,No
NJTULR7Z3U,2023-10-04,Emily,Decker,Female,26,Batangas,Batangas City,Lee,Men,Hoodies & Sweatshirts,904,7,6328,Outstanding,No
XB0FP54WB2,2021-09-13,Alexander,Davis,Female,39,Rizal,Antipolo,H&M,Women,Dresses,906,1,906,Poor,No
BDO4VLMLZB,2023-06-06,Dalton,Griffin,Female,45,Rizal,Taytay,Gap,Men,Pants,1033,6,6198,Satisfactory,No
X505XF36L3,2023-12-16,Jeffrey,Campbell,Female,20,Bulacan,San Jose del Monte,H&M,Men,Underwear & Lounge wear,1368,8,10944,Very Satisfactory,No
Y3C1HD9N1O,2023-04-06,James,Johnson,Male,50,Metro Manila,Manila,Nike,Women,Lingerie & Lounge wear,1313,3,3939,Very Satisfactory,No
1CERH6AFBA,2020-07-29,Christopher,Mays,Female,32,Cavite,Dasmariñas,Uniqlo,Women,Pants,1151,7,8057,Very Satisfactory,No
LULYM7Y6CL,2022-02-04,Diane,Houston,Female,27,Batangas,Lipa,Lee,Men,Jeans,981,3,2943,Very Satisfactory,No
COFNUMZ98T,2023-10-01,Stephanie,Little,Female,25,Laguna,Santa Rosa,Lee,Women,Lingerie & Lounge wear,1405,2,2810,Satisfactory,No
7U0C0Y5F2T,2022-01-22,Jean,Wilson,Male,24,Cavite,Bacoor,Nike,Kids,Shirts,1308,1,1308,Very Satisfactory,No
7JI6I8E8QK,2023-01-28,Melissa,Anderson,Female,29,Laguna,Calamba,Adidas,Men,Polos,1216,3,3648,Very Satisfactory,No
MQP7RXKZK4,2024-03-01,Diana,Yoder,Female,19,Batangas,Batangas City,Puma,Women,Jeans,1180,7,8260,Outstanding,No
6R222H1D2O,2021-06-16,Ashlee,Coffey,Female,31,Pangasinan,Dagupan,Nike,Men,Shirts,1486,5,7430,Outstanding,No
PK9WFUCWEE,2023-02-27,Paula,Dominguez,Female,41,Laguna,Santa Rosa,Puma,Men,Shorts,951,2,1902,Unsatisfactory,No
85GSCMNUUN,2020-01-13,Jon,Owens,Male,27,Rizal,Cainta,Puma,Women,Skirts,1170,3,3510,Very Satisfactory,No
YMN8X9IHJC,2022-07-03,Sharon,Fowler,Male,33,Bulacan,Malolos,H&M,Women,Tops,1324,3,3972,Outstanding,No
4H7ILXI7T2,2023-05-27,Sandra,Hill,Male,19,Pangasinan,Mangaldan,H&M,Kids,Tops,1383,2,2766,Poor,Yes
HY3FFW2GLF,2024-02-10,Ronald,Berger,Male,21,Rizal,Antipolo,Puma,Women,Pants,1168,2,2336,Outstanding,No
19SHQ8BC4P,2021-04-03,Kayla,Morris,Female,31,Bulacan,San Jose del Monte,Nike,Women,Jeans,1033,3,3099,Outstanding,No
NHPGJX19EM,2022-03-20,Fernando,Jones,Female,33,Pangasinan,San Fabian,H&M,Men,Underwear & Lounge wear,953,2,1906,Very Satisfactory,No
JRRW24IVSR,2021-10-28,Kimberly,Reyes,Female,21,Bulacan,San Jose del Monte,Adidas,Women,Jeans,1099,3,3297,Outstanding,No
N23KJDYVY9,2020-12-08,Marvin,Brown,Male,26,Batangas,Tanauan,H&M,Men,Polos,1439,3,4317,Very Satisfactory,No
F30AP7DVUF,2023-04-02,Stephanie,Baker,Male,37,Batangas,Tanauan,Gap,Women,Jacket & Coats,1001,1,1001,Outstanding,No
NLI8CXU1CX,2023-12-31,Scott,Vasquez,Female,24,Pangasinan,San Fabian,Puma,Women,Jeans,965,1,965,Unsatisfactory,Yes
WPDQMBEAAB,2024-06-24,Sarah,Bishop,Female,40,Batangas,Lipa,Lee,Kids,Shorts,1476,4,5904,Very Satisfactory,No
M3S65Q1MW7,2024-04-15,Gregory,Vasquez,Female,38,Bulacan,Malolos,Gap,Men,Pants,1097,7,7679,Outstanding,No
DZLHR69H0Q,2022-05-05,Douglas,Mack,Female,25,Pangasinan,Urdaneta,Lee,Kids,Leggings,1193,1,1193,Very Satisfactory,No
Y21G6YRGC5,2020-09-17,Jeffery,Schneider,Female,49,Laguna,Calamba,H&M,Men,Shorts,1037,3,3111,Satisfactory,No
4ALV0LXJV3,2021-04-27,Rita,Baldwin,Male,39,Rizal,Cainta,H&M,Kids,Pants,1176,3,3528,Satisfactory,No
LY81XGJHK8,2023-11-20,Dakota,Jones,Male,32,Bulacan,Malolos,Gap,Women,Jacket & Coats,1357,9,12213,Very Satisfactory,No
7CM4IWTAQL,2023-01-04,Ashley,King,Female,30,Rizal,Antipolo,Puma,Kids,Shirts,1021,2,2042,Outstanding,No
27DTQ9RUJ3,2024-07-30,Sean,Mosley,Female,32,Batangas,Batangas City,H&M,Women,Jeans,1312,8,10496,Outstanding,No
0Y28ZBJJAC,2024-01-30,Eduardo,Bowman,Male,24,Batangas,Tanauan,Puma,Men,Hoodies & Sweatshirts,1364,5,6820,Very Satisfactory,No
NKN444O050,2024-02-08,Sarah,Ortega,Female,28,Batangas,Lipa,Puma,Men,T-Shirts,960,9,8640,Outstanding,No
MPLA10IB26,2024-03-12,Joseph,Graves,Female,21,Bulacan,Malolos,Nike,Women,Pants,1396,2,2792,Outstanding,No
W5448M46H4,2022-03-21,Rebecca,Andrews,Female,32,Cavite,Dasmariñas,Adidas,Men,Underwear & Lounge wear,900,10,9000,Very Satisfactory,No
8ZC6PUCUXE,2024-03-16,Zachary,Case,Male,29,Batangas,Batangas City,Gap,Kids,Tops,1342,3,4026,Satisfactory,No
OOBP5CUJEX,2024-03-30,Tracy,Graham,Female,37,Pangasinan,San Fabian,Uniqlo,Men,Pants,1107,10,11070,Satisfactory,No
DUKPUWYTJP,2020-10-31,Megan,Norman,Female,19,Cavite,Bacoor,H&M,Men,Underwear & Lounge wear,1124,3,3372,Satisfactory,No
AYRSZQUSSJ,2023-10-03,Kristen,Fernandez,Female,37,Laguna,Santa Rosa,Uniqlo,Women,Lingerie & Lounge wear,1301,3,3903,Very Satisfactory,No
TPG97GZA2B,2024-05-20,Aaron,Finley,Male,21,Metro Manila,Pasig,Puma,Men,Shorts,1240,10,12400,Very Satisfactory,No
VME942HQFX,2023-04-25,Lisa,Olson,Female,30,Laguna,San Pedro,Uniqlo,Women,Lingerie & Lounge wear,967,3,2901,Very Satisfactory,No
JT6GK3LV32,2020-08-15,Ashley,Donovan,Male,23,Bulacan,Malolos,Uniqlo,Kids,Shirts,1330,2,2660,Outstanding,No
2CKXX2XNUW,2023-03-09,Michael,Maldonado,Female,28,Rizal,Antipolo,Gap,Women,Skirts,1020,3,3060,Very Satisfactory,No
53CD0ZNUAJ,2022-09-01,Richard,Chen,Female,20,Metro Manila,Pasig,Uniqlo,Women,Pants,1188,2,2376,Outstanding,No
VCM2CD1W6R,2024-02-19,Susan,Davis,Female,42,Metro Manila,Makati,H&M,Men,Polos,1344,3,4032,Satisfactory,No
2TBW4PYX3S,2022-09-24,Amanda,Woodward,Male,30,Pangasinan,Mangaldan,Puma,Women,Dresses,1339,6,8034,Very Satisfactory,No
6P0DRQFVFA,2023-11-02,Christopher,Stevens,Male,25,Batangas,Batangas City,H&M,Women,Tops,1250,1,1250,Satisfactory,No
00MF9AWRZV,2023-08-02,Katie,Holland,Male,26,Bulacan,Meycauayan,Adidas,Men,Jeans,906,6,5436,Satisfactory,No
BCDC25DMUP,2024-01-24,Gregory,Williams,Male,19,Bulacan,Meycauayan,H&M,Men,Jeans,1379,6,8274,Satisfactory,No
PXDJ8MSH9C,2023-09-10,Patrick,Lee,Female,30,Metro Manila,Makati,Adidas,Women,Jeans,1137,2,2274,Very Satisfactory,No
H749P1ZRTU,2024-02-27,Heather,Mosley,Male,31,Cavite,Dasmariñas,H&M,Kids,Polos,1140,9,10260,Outstanding,No
W00JYJ2DSA,2020-04-11,Crystal,Howard,Female,28,Bulacan,Meycauayan,Uniqlo,Kids,Pants,1183,9,10647,Outstanding,No
2YN9HT693I,2023-10-20,Christopher,Chen,Male,44,Cavite,Dasmariñas,Puma,Kids,Tops,1416,3,4248,Poor,Yes
1VIQ63F9HK,2024-06-23,Jill,Taylor,Female,37,Cavite,Bacoor,Lee,Women,Skirts,1482,10,14820,Unsatisfactory,Yes
M025LPTR5N,2023-10-12,James,Cortez,Female,27,Bulacan,Meycauayan,Gap,Women,Leggings,1233,1,1233,Very Satisfactory,No
ZB62G6B4TS,2024-04-14,Brittany,Burns,Female,20,Bulacan,Meycauayan,H&M,Men,Shorts,1084,2,2168,Outstanding,No
U50AP1WNSQ,2022-08-17,Bryan,Fernandez,Female,26,Metro Manila,Quezon City,Nike,Women,Leggings,1260,3,3780,Outstanding,No
T3EFHZCOQ4,2023-11-12,Kyle,Ferguson,Female,31,Laguna,Calamba,Gap,Men,Polos,1360,10,13600,Very Satisfactory,No
09HKD6K7RM,2021-10-29,Mary,Cole,Female,29,Bulacan,San Jose del Monte,H&M,Women,Jeans,1116,2,2232,Poor,No
0D99VRS5Y4,2024-05-22,Wendy,Johnson,Female,22,Cavite,Imus,H&M,Men,Underwear & Lounge wear,977,3,2931,Satisfactory,No
2ZX195O3Q0,2021-09-10,Brian,French,Male,24,Pangasinan,San Fabian,Gap,Kids,Pants,1176,1,1176,Satisfactory,No
3LFLN7FT5H,2021-06-02,Brad,Wilson,Female,33,Batangas,Lipa,Lee,Men,Jeans,1034,8,8272,Unsatisfactory,No
VYNHCCY7B0,2023-04-17,Lindsay,Contreras,Female,47,Pangasinan,Urdaneta,H&M,Men,Jeans,1248,2,2496,Very Satisfactory,No
C8XTSFFN9S,2022-10-14,Stephen,Gregory,Male,33,Metro Manila,Pasig,Lee,Men,Polos,1396,2,2792,Satisfactory,No
SZ2DCPGANL,2021-07-19,Morgan,Hernandez,Male,26,Pangasinan,San Fabian,Adidas,Men,Hoodies & Sweatshirts,935,6,5610,Outstanding,No
YNKFLTTU2A,2023-12-15,Beth,Buckley,Male,43,Rizal,Cainta,Gap,Men,Underwear & Lounge wear,1292,3,3876,Satisfactory,No
1SD6QK06HO,2023-03-16,Benjamin,Thomas,Female,34,Batangas,Tanauan,Nike,Kids,Jeans,1241,7,8687,Very Satisfactory,No
9XK2J2R24G,2022-10-24,Desiree,Ruiz,Male,32,Bulacan,San Jose del Monte,Uniqlo,Women,Jacket & Coats,1326,3,3978,Satisfactory,No
HU81CVYS2I,2020-01-14,Samantha,Williams,Male,28,Bulacan,Malolos,Nike,Kids,Shorts,1380,6,8280,Outstanding,No
UR8NZJEE1B,2020-04-15,Jacqueline,Anderson,Male,49,Pangasinan,San Fabian,Puma,Women,Jacket & Coats,1070,3,3210,Poor,Yes
VZYIE8MYLA,2024-02-27,Gerald,Williams,Female,34,Bulacan,Malolos,Nike,Men,Polos,973,1,973,Outstanding,No
RE2AGIF4ST,2023-10-13,Kyle,Leon,Male,18,Rizal,Taytay,H&M,Kids,Polos,924,2,1848,Very Satisfactory,No
OAJNEQ5D5D,2023-10-14,Stephen,Jackson,Female,25,Cavite,Bacoor,Nike,Kids,Tops,971,6,5826,Very Satisfactory,No
QXGLI5GHXC,2021-11-08,Brittany,Meyers,Female,27,Metro Manila,Taguig,Nike,Men,Underwear & Lounge wear,993,1,993,Satisfactory,No
3LC6JWCZ3B,2020-12-06,Daniel,Crawford,Female,35,Cavite,Dasmariñas,Adidas,Kids,Tops,1189,7,8323,Outstanding,No
NZUTP4HY5I,2021-06-11,Lauren,Walker,Male,24,Laguna,Calamba,Nike,Women,Jeans,1091,9,9819,Very Satisfactory,No
PLCL4J7RB6,2022-06-09,Linda,Simmons,Female,22,Pangasinan,Mangaldan,Nike,Kids,Hoodies & Sweatshirts,1126,3,3378,Outstanding,No
XBOH5743F9,2022-09-13,Lisa,Hendrix,Female,25,Metro Manila,Taguig,Puma,Women,Jeans,1324,4,5296,Outstanding,No
MIB2I98NKH,2021-06-15,Erika,Nguyen,Female,31,Laguna,Santa Rosa,Nike,Kids,Underwear,911,2,1822,Outstanding,No
ATDFNMDLSX,2024-06-17,Theresa,Johnston,Female,29,Laguna,Calamba,Gap,Women,Tops,1130,3,3390,Outstanding,No
U16N4SYZK4,2021-12-28,Derrick,Copeland,Female,34,Cavite,Bacoor,Nike,Women,Lingerie & Lounge wear,1008,6,6048,Very Satisfactory,No
16AHANMVTV,2022-02-15,Laura,Duran,Female,27,Metro Manila,Quezon City,Nike,Women,Jacket & Coats,1257,1,1257,Outstanding,No
B8E9UF3QW2,2022-05-25,Brittany,Rogers,Female,36,Metro Manila,Manila,Lee,Women,Shorts,1048,1,1048,Unsatisfactory,Yes
Y6WKHVPP55,2022-07-15,David,Thomas,Female,28,Pangasinan,San Fabian,Gap,Kids,Polos,910,8,7280,Outstanding,No
FA489CBI2M,2024-03-22,Robert,Horton,Female,21,Batangas,Lipa,Nike,Men,Jeans,1198,2,2396,Outstanding,No
20Z0E677MC,2024-03-08,Angela,Gonzales,Female,33,Rizal,Taytay,Puma,Kids,Tops,1473,10,14730,Very Satisfactory,No
8BW69ZMQ9P,2023-01-10,Sara,Williams,Male,26,Cavite,Dasmariñas,Lee,Men,Polos,1160,4,4640,Very Satisfactory,No
HWB2ASFLXE,2024-03-12,Craig,Boone,Male,25,Bulacan,Meycauayan,Uniqlo,Women,Tops,1054,3,3162,Outstanding,No
4PPECPGNM6,2023-08-08,Cheyenne,Strickland,Female,18,Bulacan,Malolos,Adidas,Kids,Jacket & Coats,995,3,2985,Very Satisfactory,No
QGGBUKCNYD,2023-03-28,Alexis,Tucker,Female,22,Batangas,Tanauan,Nike,Kids,Dresses,1462,2,2924,Very Satisfactory,No
JFEGH1VOWD,2023-06-28,Adam,White,Male,33,Pangasinan,San Carlos,Adidas,Kids,Shorts,1333,1,1333,Outstanding,No
X9PD327KJO,2022-06-22,Christopher,Pearson,Male,32,Batangas,Lipa,Puma,Kids,Leggings,1468,3,4404,Very Satisfactory,No
3NLBJM0C55,2020-09-20,Olivia,Butler,Female,26,Pangasinan,San Carlos,H&M,Men,Polos,1264,10,12640,Very Satisfactory,No
QAU5SEFMM3,2023-08-12,Lindsay,Barton,Female,25,Rizal,Cainta,Gap,Men,Polos,1230,8,9840,Satisfactory,No
YFI7Y01MUT,2023-07-27,Heather,Harris,Male,50,Pangasinan,San Carlos,Gap,Women,Lingerie & Lounge wear,936,8,7488,Satisfactory,No
2G43154MAP,2022-09-16,Danielle,Mills,Female,47,Metro Manila,Quezon City,Adidas,Men,Shirts,1132,2,2264,Very Satisfactory,No
USA0WQOFYC,2023-12-27,Robert,Hurley,Male,23,Metro Manila,Makati,Puma,Men,Shirts,1401,10,14010,Satisfactory,No
5UBMR81MZA,2020-06-29,Cheryl,Johnson,Female,22,Metro Manila,Pasig,Adidas,Kids,Jeans,1365,1,1365,Outstanding,No
2QTKEYW0NR,2022-06-21,Hector,Porter,Female,21,Rizal,Taytay,H&M,Women,Shorts,1476,3,4428,Outstanding,No
N0IZH88RBY,2023-10-10,Stephanie,Burton,Female,41,Metro Manila,Quezon City,Lee,Men,Shirts,1234,10,12340,Unsatisfactory,Yes
O1Y97JYLAQ,2023-11-14,Kimberly,Bailey,Female,22,Pangasinan,Urdaneta,Adidas,Men,Underwear & Lounge wear,1354,9,12186,Satisfactory,No
NZDWP73WUQ,2021-05-16,Adam,Young,Female,27,Bulacan,Meycauayan,Adidas,Women,Skirts,1338,3,4014,Outstanding,No
0P0HIBHC9G,2023-03-03,David,Moreno,Female,29,Laguna,Santa Rosa,Uniqlo,Women,Dresses,1347,8,10776,Very Satisfactory,No
0FED9Q7GQJ,2023-02-20,Cody,Cox,Female,32,Pangasinan,Urdaneta,Lee,Men,Hoodies & Sweatshirts,1219,3,3657,Satisfactory,No
E3LM75Q7GX,2021-02-20,Kathleen,Fernandez,Male,37,Rizal,Cainta,Puma,Women,Shorts,1314,5,6570,Very Satisfactory,No
OR0A5SVIGE,2023-09-17,Jeffrey,Townsend,Female,37,Laguna,San Pedro,H&M,Women,Dresses,1314,3,3942,Very Satisfactory,No
NPS862JCYB,2020-09-12,Donna,Hill,Male,19,Cavite,Dasmariñas,Puma,Women,Jeans,1089,2,2178,Satisfactory,No
U2PQJN73Q1,2024-03-18,James,Hogan,Female,33,Cavite,Bacoor,Puma,Women,Skirts,995,3,2985,Outstanding,No
SG61VH0AMX,2023-11-24,Gina,Schmitt,Female,38,Bulacan,San Jose del Monte,Gap,Men,Outwear,1183,1,1183,Outstanding,No
UXORJGRU9T,2023-06-14,Thomas,Thompson,Female,33,Cavite,Imus,Uniqlo,Women,Shorts,1065,7,7455,Very Satisfactory,No
W32DCMHUNS,2023-05-29,Elizabeth,Williams,Female,30,Cavite,Bacoor,Adidas,Kids,Pants,1398,3,4194,Very Satisfactory,No
CBISC01QAS,2020-09-18,Deanna,Mitchell,Female,33,Metro Manila,Manila,Adidas,Men,Pants,1156,2,2312,Very Satisfactory,No
TCMBVPTGSI,2024-06-17,Ryan,Cook,Female,18,Cavite,Imus,Lee,Women,Lingerie & Lounge wear,1236,3,3708,Very Satisfactory,No
6U7916822X,2023-12-29,Linda,Chang,Female,21,Laguna,San Pedro,H&M,Kids,Dresses,1155,3,3465,Very Satisfactory,No
